"movie_id","title","year","genres","description"
"169992","Free Fire","2017","Action|Comedy|Crime|Thriller|Mystery","A crime drama set in 1970s Boston, about a gun sale which goes wrong."
"170289","Species III","2004","Science Fiction|Action|Horror","After she delivers her child in an ambulance, alien Eve is killed by a half-breed. Fortunately, Dr. Abbot scoops up the baby alien and escapes. In time, the baby grows into a gorgeous blonde named Sara and begins her quest to find a worthy mate. But Sara is also savage and leaves a trail of deaths in her wake. This carnage makes chemistry student Dean question whether to help her race or not."
"170297","Ultimate Avengers 2","2006","Adventure|Animation|Action|Science Fiction","Mysterious Wakanda lies in the darkest heart of Africa, unknown to most of the world. An isolated land hidden behind closed borders, fiercely protected by its young king - the Black Panther. But when brutal alien invaders attack, the threat leaves the Black Panther with no option but to go against the sacred decrees of his people and ask for help from outsiders."
"170355","Mulholland Dr.","1999","Thriller|TV Movie|Drama|Mystery","Initially, ""Mulholland Dr."" was to mark David Lynch's return to television. It is a retooling of a script originally shot as a 94-minute pilot for a TV series (co-written with TV screenwriter Joyce Eliason) for the channel ABC, which had approved the script, but chose not even to air the pilot once it was done in 1999, despite Lynch's labours to cut the project to their liking. It was left in limbo until 18 month later French company Studio Canal Plus (also producer of 'The Straight Story') agreed to pay ABC $7 million for the pilot, and budget a few million more to turn the pilot into a two-hour, 27-minute movie. The cost of the film doubled to $14 million as sets had to be reconstructed and actors recalled."
"170357","Dave Chappelle: The Age of Spin","2017","Comedy","Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials. Filmed at The Palladium in Los Angeles, California, in March 2016."
"170399","CHiPS","2017","Action|Comedy|Crime","The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles."
"170401","Table 19","2017","Comedy|Drama","Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19."
"170411","Dave Chappelle: Deep in the Heart of Texas","2017","Comedy","Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials. Filmed at the Moody Theater in Austin, Texas, in April 2015."
"170551","The Quiet Family","1998","Horror|Comedy","A family decides to buy a lodge in a remote hiking area. Their first customer commits suicide and the distraught family buries his body to avoid the bad publicity. But their luck gets worse, the bodies start piling up, and the family becomes frantic to rectify the situation."
"170597","A Plasticine Crow","1981","Animation","Short animation of a Russian folk tale, made in 1981. A parody of the fable by Ivan Krylov ""The Crow and the Fox""."
"170697","Gifted","2017","Drama|Family|Comedy","Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother."
"170777","There Once Was a Dog","1982","Comedy|Animation|Family","The day comes when an old watchdog becomes useless but the masters being kind don't decide to drive him away. However they turn exasperated when the Dog stays indifferent during a home theft. The Dog leaves for the forest, where he meets the Wolf, his old enemy."
"170813","Baywatch","2017","Action|Comedy","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay."
"170817","Snatched","2017","Action|Comedy","When her boyfriend dumps Emily, a spontaneous woman in her 30s, she persuades her ultra-cautious mom to accompany her on a vacation to Ecuador. When these two very different women are trapped on this wild journey, their bond as mother and daughter is tested and strengthened while they attempt to navigate the jungle and escape."
"170827","The Mummy","2017","Fantasy|Thriller|Action|Adventure|Horror","Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension."
"170837","Life-Size","2000","TV Movie|Comedy|Family|Fantasy","After her mom's death, Casey pulls away from everyone in her life, including her emotionally distant dad. With help from a magic spell, she tries to bring her mother back from the dead; instead, Casey's words accidentally awaken one of her least favorite toys: a statuesque Barbie clone named Eve. Things get worse when Casey's dad develops a crush on his daughter's living doll."
"170875","The Fate of the Furious","2017","Adventure|Action|Crime|Thriller|Mystery","When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before."
"170897","Sandy Wexler","2017","Comedy","When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off."
"170907","Betting on Zero","2017","Documentary","Controversial hedge fund titan Bill Ackman is on a crusade to expose global nutritional giant Herbalife as the largest pyramid scheme in history while Herbalife execs claim Ackman is a market manipulator out to bankrupt them and make a killing off his billion dollar short."
"170937","Win It All","2017","Comedy","A gambling addict faces a conflict when entrusted with keeping a bunch of money that isn't his."
"170939","Captain Underpants: The First Epic Movie","2017","Action|Animation|Comedy|Family","Two mischievous kids hypnotize their mean elementary school principal and turn him into their comic book creation, the kind-hearted and elastic-banded Captain Underpants."
"170945","It Comes at Night","2017","Horror|Thriller|Mystery|Drama","Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge."
"170957","Cars 3","2017","Adventure|Animation|Comedy|Family","Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!"
"170993","Mini's First Time","2006","Comedy|Crime|Drama","Desperate to be free from her drunken, unloving mother Diane, the beautiful, scheming young Mini seduces her stepfather Martin and soon convinces him to join her in a sadistic scheme to have Diane declared insane. But their conspiracy soon escalates to murder and when John Garson, a young detective starts investigating, Martin and Mini begin to turn on each other."
"171023","The Hero","2017","Drama","Lee, a former Western film icon, is living a comfortable existence lending his golden voice to advertisements and smoking weed. After receiving a lifetime achievement award and unexpected news, Lee reexamines his past, while a chance meeting with a sardonic comic has him looking to the future."
"171251","Nobody Speak: Trials of the Free Press","2017","Documentary","The courtroom and publicity battles between the superstar wrestler and the notorious website explode in a sensational trial all about the limits of the First Amendment and the new no holds barred nature of celebrity life in an internet dominated society."
"171631","Maria Bamford: Old Baby","2017","Comedy","She's savagely upbeat. Lovably awkward. And full of surprises. A wildly funny trip through a one-of-a-kind comic mind."
"171695","Robin Williams: Live on Broadway","2002","Comedy","2002 HBO Stand-up Special starring Robin Williams. Recorded and broadcast live from New Your City's Broadway Theater at the culmination of his historic 2002 sold-out tour, this special finds the Oscar-winning actor/writer/comedian returning after 16 years to his stand-up roots to deliver what the Washington Post calls ""...in its madcap way, a seminal cultural event."""
"171701","The Death of Louis XIV","2016","Drama|History","August 1715. After going for a walk, Louis XIV feels a pain in his leg. The next days, the king keeps fulfilling his duties and obligations, but his sleep is troubled and he has a serious fever. He barely eats and weakens increasingly. This is the start of the slow agony of the greatest king of France, surrounded by his relatives and doctors."
"171751","Munna Bhai M.B.B.S.","2003","Comedy","A gangster sets out to fulfill his father's dream of becoming a doctor."
"171759","The Beguiled","2017","Drama|Western","During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events."
"171763","Baby Driver","2017","Action|Crime","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
"171765","Okja","2017","Adventure|Drama|Fantasy|Science Fiction","A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja."
"171811","Embassy","2013","Comedy|Science Fiction|War","Young couple living in the old house suddenly discover an elevator which takes them directly to year 1939."
"171867","Rough Night","2017","Drama|Comedy","Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most."
"171891","Generation Iron 2","2017","Documentary","From the director of Generation Iron, comes the anticipated sequel that will depict 5 of the top bodybuilding and fitness mega-stars on a quest of achieving the ultimate physique and taking it to the next extreme level. In the world of social media and internet, the rules have changed as to what makes an iconic bodybuilding mass-monster. Starring Kai Greene, Calum Von Moger, Rich Piana, among others, this film will explore an all new generation of bodybuilders and how this new world, and new people, carve their own path to physique perfection."
"171917","Mystère à la Tour Eiffel","2015","Mystery|Drama|Thriller","During the opening of the Eiffel Tower at the Paris Exhibition in 1889, three engineers from the Eiffel companies are killed under mysterious circumstances. Louise Massart, the recently divorced daughter of one of them, scandalizes society and finds herself unjustly accused of her father's murder. Incarcertaed in the psyche ward of the Pitié-Salpêtrière hospital, she discovers through hypnosis that the key to the affair lies within her, and finds the strength to accept her differences."
"172013","Stefan Zweig: Farewell to Europe","2016","Drama|History","Before Dawn charts the years of exile in the life of famous Jewish Austrian writer Stefan Zweig, his inner struggle for the ""right attitude"" towards the events in war torn Europe and his search for a new home."
"172215","Saved by the Bell: Hawaiian Style","1992","Comedy","Kelly's grandpa invites the whole clique to his little hotel ""The Hideaway"" in Hawaii for summer vacation. They expect a marvelous time at the beach - without Belding. Upon arriving, they quickly learn that not only is Belding there, but they also have to help Kelly's grandpa from losing his hotel. Meanwhile Zack meets (again) the love of his live, Jessie and Slater bet with Lisa that they won't fight and Screech gets kidnapped by the Pupuku clan."
"172229","Plain Clothes","1988","Comedy|Thriller|Mystery|Romance","To prove his brother's innocence, undercover officer Nick enrolls in high school again, dealing with crushes, bullies, humiliations, popularity swings, and quirky teachers and staff to find the real murderer."
"172233","The Prime Gig","2000","Drama|Romance","Pendelton ""Penny"" Wise is a smooth-talking con-artist who makes a living by scamming people with phoney travel comp vacations over the phone when, desperate for more fast cash, he's called to work for a shady, veteran con businessman, named Kelly Grant, in selling property for a gold mine over the phone, which takes a turn when Penny begins a relationship with Grant's mistress Caitlin, where Penny throws common sense and caution to the wind to woo her, while we wonder who is scamming who here. Written by Matthew Patay"
"172253","The Night Before","1988","Comedy","The Night Before is a 1988 film starring Keanu Reeves and Lori Loughlin. Reeves plays Winston Connelly, the so-called high school nerd and vice president of the Astronomy club. Loughlin plays Tara Mitchell, the pretty and popular head cheerleader who also happens to be the local police chief's daughter. The Tagline was: ""You lost your father's car. Sold your prom date. And a guy named 'Tito' wants you dead."" It was filmed and set entirely in Los Angeles, California."
"172321","Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog","2004","Comedy","A hilarious collection of some of the best Triumph the Insult Comic Dog segments from ""Late Night with Conan O'Brien."""
"172461","Get Me Roger Stone","2017","Documentary","From his days of testifying at the Watergate hearings to advising recent presidential candidate Donald Trump, Roger Stone has long offended people on both sides of the political fence as a force in conservative America. Outspoken author, pundit, ahead of his time election strategist, this is his story."
"172497","T2 3-D: Battle Across Time","1996","","Three freedom fighters attack a large corporation to prevent a future apocalypse."
"172547","Despicable Me 3","2017","Action|Animation|Comedy|Family","Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination."
"172577","Last Year's Snow Was Falling","1983","Animation|Comedy|Family|Fantasy","Funny adventures of the clumsy fellow whom his wife dispatched to the forest to bring home a New Year tree..."
"172583","Investigation Held by Kolobki","1986","Animation",""
"172585","Karlson Returns","1970","Adventure|Animation|Family","No movie overview available."
"172587","Vacations in Prostokvashino","1980","Animation","The continuation of the adventures of Fyodor and his friends from the Prostokvashino village."
"172589","Winter in Prostokvashino","1984","Animation","A third movie about Fyodor and his friends from the Prostokvashino village and their adventures - this time during the winter."
"172591","The Godfather Trilogy: 1972-1990","1992","","The multigenerational saga of the rise and fall of the Corleone crime family."
"172637","Adventures of Captain Wrongel","1979","Animation|Comedy|Adventure|Action","Adventures of Captain Vrungel is a 1981 Soviet musical adventure animation film by David Cherkassky, Kievnauchfilm, loosely based on the novel with the same name by Andrey Nekrasov. Cartoon production was divided into 13 episodes - 1-3 filmed in 1976, 4-6 in 1977, 7-9 in 1978, 10-13 in 1979."
"172705","Tickling Giants","2017","Documentary","The Arab Spring in Egypt: From a dictator to free elections, back to a dictatorship. One comedy show united the country and tested the limits of free press. This is the story of Bassem Youssef, a cardiologist turned comedian, the Jon Stewart of Egypt, and his show ""The Show""."
"172793","Vovka in the Kingdom of Far Far Away","1965","Adventure|Animation|Family|Fantasy","A schoolboy gets into a fairy tale with the help of a librarian and DIY book. But life in the magical land is not as easy as it seems."
"172825","Adventures of Mowgli: The Kidnapping","1968","Adventure|Animation|Family","Episode 2. Mowgli — the adopted son of a wolf family. He grows quickly and learns from his mentors. The rumor that the wolf pack living human child, comes to banderlogs. The monkey tribe, decided to make Mowgli their leader. They steal Mowgli and transfer it into a towns ruins in the jungle."
"172875","A Detective Story","2003","Science Fiction|Animation","A private detective is hired to find the elusive computer hacker ""Trinity."" Part of the Animatrix collection of animated shorts in the Matrix universe."
"172881","Final Flight of the Osiris","2003","Science Fiction|Action|Animation","Immediately before the events of The Matrix Reloaded, the crew of the hovercraft Osiris discovers a quarter of a million sentinels drilling through the surface of the earth towards the last human city of Zion. But can the Osiris survive long enough to warn Zion?"
"172887","Kid's Story","2003","Science Fiction|Animation","A high school student is haunted by thoughts of ""The Matrix"" and a person named ""Neo"". Part of the Animatrix collection of animated shorts set in the Matrix universe."
"173145","War for the Planet of the Apes","2017","Drama|Science Fiction|War","Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet."
"173197","The Square","2017","Drama","A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit."
"173205","The Meyerowitz Stories (New and Selected)","2017","Comedy|Drama","An estranged family gathers together in New York for an event celebrating the artistic work of their father."
"173209","War Machine","2017","Comedy|Drama|War","A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal."
"173235","Tokyo Idols","2017","Music|Documentary","This exploration of Japan’s fascination with girl bands and their music follows an aspiring pop singer and her fans, delving into the cultural obsession with young female sexuality and the growing disconnect between men and women in hypermodern societies."
"173253","Vir Das: Abroad Understanding","2017","Comedy","Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi."
"173255","Norm Macdonald: Hitler's Dog, Gossip & Trickery","2017","Comedy","In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older -- and perhaps even wiser -- point of view."
"173291","Valerian and the City of a Thousand Planets","2017","Adventure|Science Fiction|Action","In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe."
"173307","The Gracefield Incident","2017","Horror|Science Fiction|Action","On August 16, 2013, the Supreme Court mandated the CIA to declassify files that had been kept secret for the past 75 years. Visual records of documented paranormal events were released to the public. The following incident took place in Gracefield, Quebec."
"173317","Shadow World","2016","Documentary","Feature documentary that explores the international arms trade, the only business that counts its profits in billions and losses in human lives."
"173351","Wow! A Talking Fish!","1983","Comedy|Animation|Fantasy|Family","Created in 1983, the animated movie uses the plot of Ovanes Tumanyan's tale ""Talking fish""."
"173355","Travels of an Ant","1983","Animation","A 1983 short film directed by Eduard Nazarov about an ant who gets blown away with the wind from its home and the adventures it goes through in desperately trying to find its way back."
"173619","Fugitives","1986","Comedy|Crime","Coming out from jail, Lucas has decided to change his life and behave like a good citizen. But when he is taken hostage in a bank by a hare-brained robber, no cops can believe he is not part of the action."
"173751","Tiger Raid","2016","Thriller","While on a covert mission, two cold blooded mercenaries form an unlikely bond as they race across the desert in the dead of night. When their violent and desperate world implodes, past atrocities come to the surface threatening to tear each of them apart."
"173925","What Happened to Monday","2017","Science Fiction|Thriller|Drama","In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own."
"173941","Atomic Blonde","2017","Action|Mystery|Thriller","An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents."
"173963","Empties","2007","Comedy","Czech literature teacher Josef Tkaloun, who is past retirement age, realises one day that he no longer understands his pupils, and so he quits… dramatically. What he does not predict is that in doing this he will lose his sense of place in society."
"174045","Goon: Last of the Enforcers","2017","Comedy","During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter."
"174053","Black Mirror: White Christmas","2014","Drama|Mystery|Science Fiction|Thriller|TV Movie","In a mysterious and remote snowy outpost, Matt and Potter share a Christmas meal, swapping creepy tales of their earlier lives in the outside world, but are both men who they appear to be?"
"174055","Dunkirk","2017","Action|Drama|History|Thriller|War","The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II."
"174141","Belladonna of Sadness","1973","Animation|Drama|Fantasy|Music","A peasant woman is banished from her village and makes a deal with the devil to gain magical powers."
"174479","Unedited Footage of a Bear","2014","Thriller|Horror","This is unedited raw footage of a bear I filmed with my cell phone. I'm not sure what kind of bear this is."
"174551","Obsession","1965","Comedy","Student Shurik has just two hours before the beginning of the exam and he has no lectures notes"
"174681","Oh, Hello: On Broadway","2017","Comedy","Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show."
"174727","Good Time","2017","Crime|Drama|Thriller","After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld in an increasingly desperate - and dangerous attempt to get his brother Nick out of jail."
"174737","Don Camillo in Moscow","1965","Comedy","The village of mayor Peppone and Don Camillo, after much dispute, gets assigned a sister village in Russia. When Peppone and his comrades decide to attend the ceremony on the other side of the iron curtain, Don Camillo wants to join. Peppone is strictly against this but after Don Camillo threatens him to disclose information about an earlier side step the mayor agrees. Don Camillo arranges for false papers: He is now comrade Tarocci. Only Peppone and the other villagers know who he really is. In Russia the agenda includes various cultural events: Ballet, Opera, a fishing competition and various parties..."
"174815","The House","2017","Comedy","When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off."
"174909","Logan Lucky","2017","Action|Comedy|Crime|Drama","Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway."
"175197","The Dark Tower","2017","Action|Fantasy|Science Fiction|Western|Horror","The last Gunslinger, Roland Deschain, has been locked in an eternal battle with Walter O’Dim, also known as the Man in Black, determined to prevent him from toppling the Dark Tower, which holds the universe together. With the fate of the worlds at stake, good and evil will collide in the ultimate battle as only Roland can defend the Tower from the Man in Black."
"175199","Annabelle: Creation","2017","Horror|Mystery|Thriller","Several years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the dollmaker's possessed creation, Annabelle."
"175293","Gena the Crocodile","1969","Animation|Family","First animation about Gena and Cheburashka."
"175303","It","2017","Drama|Horror|Thriller","In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise."
"175387","On the Trail of the Bremen Town Musicians","1973","Animation|Adventure|Family","The continuation of the adventures of heroes of ""Bremenskie Muzykanty"". It is a 2000 Russian animated film. Sequel to the films The Bremen Town Musicians and On the Trail of the Bremen Town Musicians."
"175397","In the Blue Sea, in the White Foam...","1984","Animation|Family|Fantasy","Musical fantasy based on Armenian fairy tales."
"175401","Wolf and Calf","1984","Animation",""
"175431","Bobik Visiting Barbos","1977","Animation|Comedy","Two dogs, one stray the other well-off, become friends."
"175435","The Magic Ring","1979","Animation|Fantasy","Soviet cartoon, created in 1979 by the director-animator Leonid Nosyrev. Later, he entered the cartoon almanac ""Laughter and Grief at The White Sea""  with other Nosyrev's films based on Pomor fairy tales and legends."
"175475","The Emoji Movie","2017","Animation|Family|Comedy","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji."
"175485","Death Note","2017","Fantasy|Horror|Mystery|Thriller","A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror."
"175569","Wind River","2017","Crime|Drama|Mystery|Thriller","An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation."
"175577","Rory Scovel Tries Stand-Up for the First Time","2017","Comedy","Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song."""
"175585","Shot Caller","2017","Crime|Drama|Thriller","A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California."
"175661","The Hitman's Bodyguard","2017","Action|Comedy","The world's top bodyguard gets a new client, a hit man who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time."
"175705","Themroc","1973","Comedy","Made without proper language, just gibberish and grunts, ""Themroc"" is an absurdist comedy about a man who rejects every facet of normal bourgeois life and turns his apartment into a virtual cave."
"175707","A German Life","2016","Documentary","Brunhilde Pomsel describes herself as an ""apolitical girl"" and a ""figure on the margins,"" but she got closer to one of the worst criminals in world history than anyone else left alive. Today aged 104, Pomsel served as Nazi Propaganda Minister Joseph Goebbels' stenographer. Brunhilde Pomsel's life mirrors all the major breaks and continuities of the 20th century. Many people think that the dangers of war and fascism have been overcome. Brunhilde Pomsel makes it clear that this is not case."
"175743","Self-Criticism of a Bourgeois Dog","2017","Comedy","The story of the dog from the title, who in a frame narrative explains how he came to be transformed from an unemployed communist filmmaker into a canine with a philosophical bent.  Unable to finance his new project, young Berlin-based director Julian tells foreign exchange student Camille that his job in the countryside is research for an upcoming film. When Camille offers to help, he is forced to uphold the lie. The plantation isn’t the proletarian idyll he had hoped for, but fortunately the reincarnation of Francis of Assisi provides spiritual insight and a new aim in life."
"175781","Der Herr Karl","1961","Comedy","No overview found."
"176051","LEGO DC Super Hero Girls: Brain Drain","2017","Animation","When Supergirl, Wonder Woman, Batgirl, Bumblebee and Katana suddenly realize they cannot remember a single moment from their Monday at Super Hero High, the young DC Super Heroes spring into sleuthing action! Suspecting foul-play, they band together to retrace their steps and uncover the mystery of who exactly stole their memories – and what nefarious plan might be afoot?"
"176101","Kingsman: The Golden Circle","2017","Action|Adventure","When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world."
"176371","Blade Runner 2049","2017","Mystery|Science Fiction|Thriller","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years."
"176389","The Nut Job 2: Nutty by Nature","2017","Family|Animation|Adventure|Comedy","When the evil mayor of Oakton decides to bulldoze Liberty Park and build a dangerous amusement park in its place, Surly Squirrel and his ragtag group of animal friends need to band together to save their home, defeat the mayor, and take back the park."
"176413","Bliss","2012","Drama","Two young people in Berlin, a refugee and a homeless punk, form a relationship."
"176415","The Whole Shebang","2014","Drama|Comedy","After a series of catastrophically failed marriages, Apple is single again. Blame on Apple's attachment is in her opinion, her mother Ingrid. Because this Apple has punished not only with her hippie name, but was in every way a raven mother. When Ingrid spends an All Inclusive vacation in Spain, her mother and daughter are confronted with a dramatic event from their past."
"176419","mother!","2017","Drama|Horror|Mystery","A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence."
"176423","Icarus","2017","Documentary","While investigating the furtive world of illegal doping in sports, director Bryan Fogel connects with renegade Russian scientist Dr. Grigory Rodchenkov—a pillar of his country’s “anti-doping” program. Over dozens of Skype calls, urine samples, and badly administered hormone injections, Fogel and Rodchenkov grow closer despite shocking allegations that place Rodchenkov at the center of Russia’s state-sponsored Olympic doping program."
"176579","Cage Dive","2017","Horror|Drama|Thriller|Mystery","Three friends from California are filming an audition tape for an extreme reality game show. They document their journey to Australia where they will be doing their most dangerous activity.... Shark Cage Diving. A catastrophic turn of events leaves them in baited water full of Great White Sharks, turning their recording into a blood chilling diary of survival... and death."
"176601","Black Mirror","2011","Drama","Black Mirror presents Chloë Sevigny, as a nameless drifter navigating a barren landscape punctuated by satellite dishes, radio towers and droning airplanes. Stopping periodically in anonymous hotel rooms, she makes attempts to connect to an unidentified second party."
"176621","Boniface's Holiday","1965","Animation|Comedy|Romance|Family","A circus lion goes on holiday to Africa, but his circus skills doesn't let him be."
"176751","American Made","2017","Action|Comedy|Crime|Drama","The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s."
"176805","Little Boxes","2017","Comedy|Drama","It's the summer before 6th grade, and Clark is the new-in-town biracial kid in a sea of white. Discovering that to be cool he needs to act 'more black,' he fumbles to meet expectations, while his urban intellectual parents Mack and Gina also strive to adjust to small-town living. Equipped for the many inherent challenges of New York, the tight-knit family are ill prepared for the drastically different set of obstacles that their new community presents, and soon find themselves struggling to understand themselves and each other in this new suburban context."
"176935","Geostorm","2017","Action|Science Fiction|Thriller","After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it."
"177185","Maz Jobrani: Immigrant","2017","Comedy","Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more."
"177285","Sword Art Online The Movie: Ordinal Scale","2017","Action|Adventure|Fantasy|Romance|Animation","People everywhere were enjoying a new game called Ordinal Scale, an ARMMORPG developed exclusively for the Augma, a new wearable console designed for AR (augmented reality) gaming. But, the players had no idea that a nightmare from the virtual world was starting to spread into reality! As his fellow players find themselves in danger, the hero is called upon once again."
"177593","Three Billboards Outside Ebbing, Missouri","2017","Crime|Drama","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated."
"177615","Lady Bird","2017","Comedy|Drama","A California high school student plans to escape from her family and small town by going to college in New York."
"177763","Murder on the Orient Express","2017","Crime|Drama|Mystery","Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train."
"177765","Coco","2017","Animation|Family|Comedy|Adventure","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history."
"177939","Night is Short, Walk on Girl","2017","Comedy|Romance|Animation","A boy falls in love with his junior in a Kyoto college club, and struggles daily to be noticed by her. However, she is naïve and unsophisticated and is completely indifferent to him."
"178061","I, Tonya","2017","Drama","Competitive ice skater Tonya Harding rises amongst the ranks at the U. S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes."
"178111","Fireworks, Should We See It from the Side or the Bottom?","2017","Animation|Romance|Fantasy","Schoolchildren Norimichi, Yuusuke, and Junichi want to know if fireworks look round or flat from the side. They make a plan to find the answer at a fireworks display, while Nazuna schemes to run away with Norimichi or Yuusuke, whoever wins at the pool."
